"","Order","Family","Genus","Species","AdultBodyMass_g","BMR_mLO2hr","GestationLen_d","LitterSize","LittersPerYear","MaxLongevity_m","PopulationDensity_nkm2","SexualMaturityAge_d","TrophicLevel","GR_Area_km2","HumanPopDen_nkm2","PrecipMean_mm","TempMean_degC"
"349","Rodentia","Muridae","Berylmys","Berylmys mackenziei",NA,NA,NA,NA,NA,NA,NA,NA,NA,673464,74.01,172.07,210.05
"350","Rodentia","Muridae","Berylmys","Berylmys manipulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,386054,80.8,186.26,147.79
"351","Diprotodontia","Potoroidae","Bettongia","Bettongia gaimardi",1660,NA,21.3,1,NA,141.6,19,265.99,NA,27971,8.88,66.21,103.48
"352","Diprotodontia","Potoroidae","Bettongia","Bettongia lesueur",1450,NA,21.25,1,3,120,17,211.5,NA,329,0,NA,NA
"353","Diprotodontia","Potoroidae","Bettongia","Bettongia penicillata",1260,492.2,19.44,1,3,84,20,288.53,NA,44782,2.7,73.64,198.16
"354","Rodentia","Muridae","Bibimys","Bibimys chacoensis",28,NA,NA,NA,NA,NA,NA,NA,NA,7310,35.29,106.51,210.14
"355","Rodentia","Muridae","Bibimys","Bibimys labiosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,21851,116.42,115.72,205.96
"356","Rodentia","Muridae","Bibimys","Bibimys torresi",28,NA,NA,NA,NA,NA,NA,NA,NA,117884,47.71,113.47,197.37
"357","Artiodactyla","Bovidae","Bison","Bison bison",620000,NA,283.17,1,1,396,0.28,751.99,1,10388,0.7,33.59,-5.35
"358","Artiodactyla","Bovidae","Bison","Bison bonasus",673000,NA,265.99,1,1,324,0.89,730,1,NA,NA,NA,NA
"359","Rodentia","Sciuridae","Biswamoyopterus","Biswamoyopterus biswasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,253,11.74,224.74,150.28
"360","Rodentia","Muridae","Blanfordimys","Blanfordimys afghanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,410889,34.38,22.93,90.78
"361","Rodentia","Muridae","Blanfordimys","Blanfordimys bucharicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,53429,71.78,14.12,43.66
"362","Insectivora","Soricidae","Blarina","Blarina brevicauda",18.4,59.36,20.61,5.25,3,33,919,61.98,2,4102749,44.62,64.11,70.88
"363","Insectivora","Soricidae","Blarina","Blarina carolinensis",11.6,NA,NA,3.95,NA,NA,630,NA,2,868525,47.22,104.19,182.89
"364","Insectivora","Soricidae","Blarina","Blarina hylophaga",14.5,NA,NA,NA,NA,NA,NA,NA,NA,730382,23.44,78.34,144.85
"365","Insectivora","Soricidae","Blarinella","Blarinella quadraticauda",12.5,NA,NA,NA,NA,NA,NA,NA,NA,212904,214.43,110.76,90.59
"366","Insectivora","Soricidae","Blarinella","Blarinella wardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,83336,91.14,120.82,78.09
"367","Rodentia","Muridae","Blarinomys","Blarinomys breviceps",36.8,NA,NA,1.21,NA,NA,NA,NA,3,143514,105.09,119.91,212.5
"368","Artiodactyla","Cervidae","Blastocerus","Blastocerus dichotomus",111000,NA,272.37,1,1,NA,0.13,NA,1,2004539,11.65,121.57,233.21
"369","Rodentia","Muridae","Bolomys","Bolomys amoenus",27.1,NA,NA,NA,NA,NA,1810,NA,NA,252649,15.77,120.69,147.46
"370","Rodentia","Muridae","Bolomys","Bolomys lactens",32.9,NA,NA,NA,NA,NA,NA,NA,NA,151013,15.14,64.92,119.77
"371","Rodentia","Muridae","Bolomys","Bolomys lasiurus",39.9,NA,21.97,4.5,NA,NA,NA,34.46,2,5517776,34.32,119.3,231.33
"372","Rodentia","Muridae","Bolomys","Bolomys obscurus",40.7,NA,NA,5.41,NA,NA,NA,NA,2,160781,93.43,75.58,148.15
"373","Rodentia","Muridae","Bolomys","Bolomys punctulatus",37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Rodentia","Muridae","Bolomys","Bolomys temchuki",47.2,NA,NA,NA,NA,NA,NA,NA,NA,108564,20.45,105.35,210.82
"375","Chiroptera","Pteropodidae","Boneia","Boneia bidens",NA,NA,NA,0.98,NA,NA,NA,NA,NA,9406,153.12,230.16,227.5
"376","Rodentia","Echimyidae","Boromys","Boromys offella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Rodentia","Echimyidae","Boromys","Boromys torrei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Artiodactyla","Bovidae","Bos","Bos frontalis",8e+05,NA,273.74,1,1,314.4,0.54,534.77,1,2294332,152.67,145.21,229.71
"379","Artiodactyla","Bovidae","Bos","Bos grunniens",5e+05,NA,273.74,1,1,267,NA,657.98,1,1523540,2.03,30.41,-59.31
"380","Artiodactyla","Bovidae","Bos","Bos javanicus",627000,NA,296.78,1.22,1,318.96,0.76,693.99,1,1687921,139.21,187.69,239.18
"381","Artiodactyla","Bovidae","Bos","Bos sauveli",786000,NA,NA,NA,NA,NA,NA,657.98,1,115557,36.95,170.36,251.45
"382","Artiodactyla","Bovidae","Bos","Bos taurus",613000,NA,280.48,NA,1,240,NA,657.98,NA,NA,NA,NA,NA
